varible_name,method,"AffinityPropagation(damping=0.999, random_state=0)","AgglomerativeClustering(metric='euclidean', n_clusters=13)","KMeans(n_clusters=13, n_init='auto', random_state=0)",MeanShift(bandwidth=2.3),"SpectralClustering(assign_labels='discretize', n_clusters=13, random_state=0)"
ax,matplotlib.pyplot.xticks(rotation=90),CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
data_features,"pandas.concat([data_train[feature_columns],data_test])",CLUSTER_8,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
data_test,pandas.read_csv(resource_archive.open('TestData.csv'),CLUSTER_8,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
data_train,pandas.read_csv(resource_archive.open('TrainingData.csv'),CLUSTER_8,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
counts,collections.Counter(all_words_list),CLUSTER_8,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
a,numpy.arange(12),CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
c,"numpy.array([1,2,3])",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
c_2,"numpy.array([1,2,3])",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df,"pandas.DataFrame(np.random.randn(6,4)",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
s,"pandas.Series([1,3,5,np.nan])",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
dates,"pandas.date_range('20181213',periods=6)",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
cbar,matplotlib.pyplot.colorbar(image_plot),CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
fig,matplotlib.pyplot.figure(),CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
fig,"matplotlib.pyplot.figure(figsize=(9,6)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
ax0,"matplotlib.pyplot.subplot(gs[0,0])",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
ax1,"matplotlib.pyplot.subplot(gs[0,1])",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
ax2,"matplotlib.pyplot.subplot(gs[1,:])",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots(),CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,axes","matplotlib.pyplot.subplots(nrows=2,ncols=1,sharex=True)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,axes","matplotlib.pyplot.subplots(nrows=2,ncols=2,sharex=True)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax","matplotlib.pyplot.subplots(1,1,figsize=(10,6)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax","matplotlib.pyplot.subplots(1,1,figsize=(10,6)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots(),CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots(),CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots(),CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots(),CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots(),CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
x,"numpy.arange(0,10,0.01)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
t,"numpy.arange(0,10,0.1)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
t,"numpy.arange(0,10,0.1)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
bins,"numpy.arange(0,25,0.1)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
x,"numpy.arange(0.,1.,0.1)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
t,"numpy.arange(0.,5.,0.01)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
t,"numpy.arange(0.,5.,0.01)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
y,numpy.sin(2*np.pi*x),CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
ZZ,numpy.sin(0.2*np.pi*XX**2),CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
x,"numpy.linspace(0,10,num=500)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
y,"numpy.linspace(0,1,num=500)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
"XX,YY","numpy.meshgrid(x,y)",CLUSTER_23,CLUSTER_0,CLUSTER_4,CLUSTER_0,CLUSTER_1
df,pandas.read_excel('catanstats.xlsx'),CLUSTER_5,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
resourcedf,"pandas.read_excel('catanstats.xlsx',sheetname=2)",CLUSTER_5,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
clf,sklearn.naive_bayes.MultinomialNB(),CLUSTER_30,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
content,"pandas.read_csv(filename,sep='，',encoding='utf-8')",CLUSTER_5,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
with_jieba_cut,collections.Counter(jieba.cut(article),CLUSTER_5,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
words_count_2,collections.Counter(TOKEN2),CLUSTER_5,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
W,numpy.array([0]),CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
b,numpy.array([0]),CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,"pandas.DataFrame(np.array([x,y])",CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
model,sklearn.linear_model.LinearRegression(),CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
"up,down","numpy.array([(m+err,m-err)",CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"up,down","numpy.array([(m+err,m-err)",CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
ysNN,numpy.array(ysNN),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
ysNNerr,numpy.array(ysNNerr),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
ysNN2,numpy.array(ysNN2),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
ysNN2err,numpy.array(ysNN2err),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
ysNN,numpy.array(ysNN),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
ysNNerr,numpy.array(ysNNerr),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
ysNN2,numpy.array(ysNN2),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
ysNN2err,numpy.array(ysNN2err),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
total_chis,numpy.asarray(5*[0.]),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
total_chis+,numpy.asarray(chis),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
total_chis+,numpy.asarray(neu_chis),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
total_chis,numpy.asarray(5*[0.]),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
total_chis+,numpy.asarray(chis),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
total_chis+,numpy.asarray(neu_chis),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
total_chinpt,numpy.concatenate([total_chis[:3]/(total_pts),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
total_chinpt,numpy.concatenate([total_chis[:3]/(total_pts),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
x,"numpy.concatenate((xvals,xvals[::-1])",CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
y,"numpy.concatenate((up,down[::-1])",CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
x,"numpy.concatenate((xvals,xvals[::-1])",CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
y,"numpy.concatenate((up,down[::-1])",CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
tms,"numpy.linspace(0.05,0.55,NPTS)",CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
tms,"numpy.linspace(0.05,0.55,NPTS)",CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"fig,axs","matplotlib.pyplot.subplots(2,2,figsize=[10,10],sharex=True,sharey='row')",CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"fig,axs","matplotlib.pyplot.subplots(2,2,sharex=True,sharey='row',figsize=[10,7])",CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"fig,axs","matplotlib.pyplot.subplots(2,2,sharex=True,sharey='row',figsize=[10,7])",CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots(),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots(),CLUSTER_5,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
df1,"pandas.DataFrame({
'A':['A0','A1','A2','A3'],
'B':['B0','B1','B2','B3'],
'C':['C0','C1','C2','C3'],
'D':['D0','D1','D2','D3']

},index=[0,1,2,3])",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df2,"pandas.DataFrame({
'A':['A4','A5','A6','A7'],
'B':['B4','B5','B6','B7'],
'C':['C4','C5','C6','C7'],
'D':['D4','D5','D6','D7']

},index=[4,5,6,7])",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df3,"pandas.DataFrame({
'A':['A8','A9','A10','A11'],
'B':['B8','B9','B10','B11'],
'C':['C8','C9','C10','C11'],
'D':['D8','D9','D10','D11']

},index=[4,5,6,7])",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df4,"pandas.DataFrame({
'key':['K0','K1','K2','K3'],
'A':['A0','A1','A2','A3'],
'B':['B0','B1','B2','B3']
})",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df5,"pandas.DataFrame({
'key':['K0','K1','K2','K3'],
'C':['C0','C1','C2','C3'],
'D':['D0','D1','D2','D3']
})",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df4,"pandas.DataFrame({
'A':['A0','A1','A2'],
'B':['B0','B1','B2']
},index=['K0','K1','K2'])",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df5,"pandas.DataFrame({
'C':['C0','C1','C2'],
'D':['D0','D1','D2']
},index=['K0','K2','K2'])",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df,pandas.read_csv('Sales.csv'),CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df,pandas.read_csv('Sales.csv'),CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df,pandas.read_html('contoh.html'),CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df,pandas.read_json(),CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
X_grid,numpy.array([np.ravel(X1),CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
"X1,X2","numpy.meshgrid(np.linspace(-1.5,1.5,50)",CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
kpca,"sklearn.decomposition.KernelPCA(kernel=""rbf"",fit_inverse_transform=True,gamma=10)",CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
"X,y","sklearn.datasets.make_circles(n_samples=400,factor=.3,noise=.05)",CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
data,"pandas.read_csv(""digit-recognizer/train.csv"")",CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
labels,"numpy.array([1,2,3,0,2,1])",CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_11
image,"numpy.array(ndimage.imread(fname,flatten=False)",CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_11
time_difference,datetime.timedelta(hours=2),CLUSTER_23,CLUSTER_0,CLUSTER_6,CLUSTER_0,CLUSTER_1
mean_image,"numpy.mean(X_train,axis=0)",CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
test_accuracy,numpy.mean(y_test==y_test_pred),CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_train,"numpy.reshape(X_train,(X_train.shape[0],-1)",CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_val,"numpy.reshape(X_val,(X_val.shape[0],-1)",CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_test,"numpy.reshape(X_test,(X_test.shape[0],-1)",CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_dev,"numpy.reshape(X_dev,(X_dev.shape[0],-1)",CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_train,"numpy.hstack([X_train,np.ones((X_train.shape[0],1)",CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_val,"numpy.hstack([X_val,np.ones((X_val.shape[0],1)",CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_test,"numpy.hstack([X_test,np.ones((X_test.shape[0],1)",CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_dev,"numpy.hstack([X_dev,np.ones((X_dev.shape[0],1)",CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
grad_difference,"numpy.linalg.norm(grad_naive-grad_vectorized,ord='fro')",CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tic,time.time(),CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
toc,time.time(),CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tic,time.time(),CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
toc,time.time(),CLUSTER_2,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
cova1,"numpy.matrix([[1.36,-2.35],[-2.35,4.18]])",CLUSTER_4,CLUSTER_2,CLUSTER_10,CLUSTER_0,CLUSTER_0
sd,"numpy.matrix([[1],[1]])",CLUSTER_4,CLUSTER_2,CLUSTER_10,CLUSTER_0,CLUSTER_0
sd1,"numpy.matrix([[-0.49],[0.87]])",CLUSTER_4,CLUSTER_2,CLUSTER_10,CLUSTER_0,CLUSTER_0
cova,"numpy.cov(data.x1,data.x2)",CLUSTER_4,CLUSTER_2,CLUSTER_10,CLUSTER_0,CLUSTER_0
data,"pandas.read_excel(""NewMicrosoftExcelWorksheet.xlsx"")",CLUSTER_4,CLUSTER_2,CLUSTER_10,CLUSTER_0,CLUSTER_0
y_train,numpy.asarray(train_labels),CLUSTER_2,CLUSTER_6,CLUSTER_4,CLUSTER_0,CLUSTER_1
y_test,numpy.asarray(test_labels),CLUSTER_2,CLUSTER_6,CLUSTER_4,CLUSTER_0,CLUSTER_1
results,numpy.zeros((len(sequences),CLUSTER_2,CLUSTER_6,CLUSTER_4,CLUSTER_0,CLUSTER_1
df,"pandas.read_csv('./data/data.csv',index_col=0)",CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
av1,numpy.mean(f1),CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
std1,numpy.sqrt(np.var(f1),CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
fig,"matplotlib.pyplot.figure(figsize=(10,5)",CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
randomNumber,"random.randint(0,endofAnswers)",CLUSTER_30,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
a1,requests.get(url),CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
a2,"requests.get(url,headers=headers)",CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
a3,requests.get(url2),CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
a4,"requests.post(url2,data=data)",CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
image,numpy.zeros(((w+pad),CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
data,"numpy.empty((m,3)",CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
target_codings,"numpy.roll(codings_rnd,-1,axis=0)",CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
"data[:,0]",numpy.cos(angles),CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
"data[:,1]",numpy.sin(angles),CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
q,"numpy.linspace(0.001,0.999,500)",CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
fig,"matplotlib.pyplot.figure(figsize=(4,3)",CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
fig,"matplotlib.pyplot.figure(figsize=(8,3*n_test_digits)",CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
fig,"matplotlib.pyplot.figure(figsize=(8,2.5*n_digits)",CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
scaler,sklearn.preprocessing.StandardScaler(),CLUSTER_29,CLUSTER_0,CLUSTER_8,CLUSTER_3,CLUSTER_0
n_bins,numpy.arange(isi.min(),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
v,numpy.zeros(n_steps),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
v,numpy.zeros(n_steps),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
v,numpy.zeros(n_steps),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
v,numpy.zeros(n_steps),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
v,numpy.zeros(n_steps),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
v,numpy.zeros(n_steps),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
isi,numpy.diff(spike_times),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
counts,"numpy.insert(counts,0,counts[0])",CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
"counts,bins","numpy.histogram(isi,n_bins)",CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
"_,ax",matplotlib.pyplot.subplots(),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
"fig,(ax1,ax2)","matplotlib.pyplot.subplots(ncols=2,figsize=(12,5)",CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
exc,scipy.stats.poisson(rate),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
exc,scipy.stats.poisson(rate),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
exc,scipy.stats.poisson(rate),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
exc,scipy.stats.poisson(exc_rate),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
inh,scipy.stats.poisson(inh_rate),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
exc,scipy.stats.poisson(exc_rate),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
inh,scipy.stats.poisson(inh_rate),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
exc,scipy.stats.poisson(exc_rate),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
inh,scipy.stats.poisson(inh_rate),CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
control_fn,"re.sub(""image"",""control"",image_fn)",CLUSTER_23,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
control_fn,"re.sub("".jpg"","""",control_fn)",CLUSTER_23,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
			raw_json,json.loads(json_data_xpath[0]ifjson_data_xpathelse''),CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
			flight_data,"json.loads(raw_json[""content""])",CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
			response,"requests.get(url,headers=headers,verify=False)",CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
			flight_info,collections.OrderedDict(),CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
d,collections.OrderedDict(),CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
data,"pandas.read_csv(file,**options)",CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
churn['churn'],"numpy.where(churn['churn']=='True.',True,False)",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
churn['churn'],"numpy.where(churn['churn']==True,1,churn['churn'])",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
churn['churn'],"numpy.where(churn['churn']==False,0,churn['churn'])",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
chi2_val,"pandas.DataFrame(columns=['state1','state2','chi2_stat','p-value'])",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
temp_df,"pandas.DataFrame(np.nan,index=[0],columns=['state1','state2','chi2_stat','p-value'])",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
chi2_val,"pandas.DataFrame(columns=['state1','state2','chi2_stat','p-value'])",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
temp_df,"pandas.DataFrame(np.nan,index=[0],columns=['state1','state2','chi2_stat','p-value'])",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
fisher_val,"pandas.DataFrame(columns=['state1','state2','fisher_stat','p-value'])",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
temp_df,"pandas.DataFrame(np.nan,index=[0],columns=['state1','state2','fisher_stat','p-value'])",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
churn_states,"pandas.crosstab(churn_treatment_1['state'],churn_treatment_1['churn'])",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
churn_states,"pandas.crosstab(churn['state'],[churn['treatment'],churn['churn']],rownames=['state'],colnames=['treatment','churn'])",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
churn,pandas.read_csv('churn_analysis.csv'),CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
chi2_stat,"scipy.stats.chi2_contingency(chi2_table.values,correction=False)",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
chi2_stat,"scipy.stats.chi2_contingency(chi2_table.values,correction=True)",CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
chi2,scipy.stats.chi2_contingency(confusion_matrix),CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
fisher_stat,scipy.stats.fisher_exact(fisher_table.values),CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
grad,numpy.zeros_like(img),CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_10,CLUSTER_6
k,"numpy.outer(k,k)",CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_10,CLUSTER_6
img_shift,"numpy.roll(numpy.roll(img,sx,1)",CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_10,CLUSTER_6
hw,numpy.float32(img.shape[:2]),CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_10,CLUSTER_6
k,"numpy.float32([1,4,6,4,1])",CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_10,CLUSTER_6
hw,numpy.float32(img.shape[:2]),CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_10,CLUSTER_6
img0,numpy.float32(img0),CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_10,CLUSTER_6
a,"numpy.uint8(np.clip(a,0,1)",CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_10,CLUSTER_6
new_row,collections.OrderedDict(),CLUSTER_30,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
normal_df,"pandas.DataFrame(percentage_con_mat,index=Type,columns=Type)",CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
